qid,fm_video,question_type,sampling,binary_no_score,binary_yes_score,question,question_raw
13,13_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient flex their shoulder to 90 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Start with your arm straight down at your side with your thumb pointing forward. Keep your elbow straight as you raise your arm up to shoulder height in front of you.' We allow assistance to attain the starting position."", ""scoring_criteria"": { ""0"": ""Cannot be performed. Patient cannot maintain the starting position, or deviates at the start. Deviations include a bend at the elbow, shoulder abduction, or forearm pronation."", ""1"": ""Performed partially. Patient can raise their arm but not to 90 degrees, or deviates after starting. Deviations include a bend at the elbow, shoulder abduction, or forearm pronation."", ""2"": ""Performed faultlessly. Patient can raise their arm to 90 degrees without any deviations."" } }"
14,14_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient perform forearm pronation-supination?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Tuck your arm in at your side in the shape of an 'L.' Without moving the rest of your arm, turn your palm up and down as far as you can go."" ""instructions"": ""First, comment on possible deviations from the expectation: the arm is in the 'L' shape, the shoulder is neutral during movement, the elbow is tucked in at trunk. Second, comment on the range of motion. Finally, give your final answer."", ""scoring_criteria"": { ""0"": ""Cannot perform the movement, or one of the above deviations mentioned occurs at onset."", ""1"": ""Can partially perform the movement, or one of the above deviations mentioned occurs later in movement."", ""2"": ""No deviations, and good range of motion."" } }"
15,15_A_F,rate,uniform,,,"{ ""question"": ""How well does the patient abduct their shoulder to 90 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold you arm straight out at your side and point your thumb forward. Keep your elbow straight as you raise your arm to the side up to shoulder height. Keep your palm facing down."", ""instructions"": ""Comment on possible deviations from the expectation: the elbow is straight, the palm faces down. Also comment on the shoulder's height at the end."", ""scoring_criteria"": { ""0"": ""Cannot be performed, or cannot attain the starting position, or deviates at onset."", ""1"": ""Performed partially, or movement deviates later in movement, or range of motion is partial."", ""2"": ""Performed faultlessly without deviations."" } }"
16,16_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient flex their shoulder from 90 degrees to 180 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold your arm straight out in front of your body with your thumb pointing up to the ceiling. Keep your elbow straight as you raise your arm up as far as you can."", ""instructions"": ""Check that the shoulder flexes fully overhead (up to 180 degrees), the elbow remains straight, and the forearm stays neutral. Assistance to starting position is allowed. Comment on whether the final position is achieved and whether deviations appear during the motion."", ""scoring_criteria"": { ""0"": ""Cannot be performed, or cannot attain the starting position, or deviates at onset."", ""1"": ""Performed partially, or movement deviates later in movement, or range of motion is partial."", ""2"": ""Performed faultlessly without deviations."" } }"
17,17_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient perform forearm pronation supination?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold your arm straight in front but pointing down to the wall. Keeping your elbow straight, turn your palm up and down as far as you can."", ""instructions"": ""Limit shoulder rotation compensation. The shoulder should stay flexed between 30 degrees and 90 degrees, the elbow straight, and the forearm should rotate through full pronation and supination comparable to the unaffected side. Note any reduced range, inconsistency, or compensatory motion."", ""scoring_criteria"": { ""0"": ""Cannot be performed, or cannot attain the starting position, or deviates at onset."", ""1"": ""Performed partially, or movement deviates later in movement, or range of motion is partial."", ""2"": ""Performed faultlessly without deviations."" } }"
19,19_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient maintain wrist stability at 90 degrees elbow flexion?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Tuck your arm in at your side in the shape of an 'L with your palm facing down. Without moving the rest of your arm, hold your wrist up. If you can hold your wrist up, I will push the back of your hand slightly."", ""instructions"": ""Check if the patient can achieve at least 15 degrees of wrist extension and hold it. Then check whether the patient can hold that position when the examiner pushes the back of their hand. Note if the patient cannot maintain starting position, deviates at onset, or loses stability when resistance is applied."", ""scoring_criteria"": { ""0"": ""Cannot achieve 15 degrees wrist extension, or cannot maintain starting position, or deviates at onset of extension"", ""1"": ""Achieves extension but shows no resistance, or deviates after resistance is applied."", ""2"": ""Maintains position faultlessly with resistance."" } }"
20,20_A_S,rate,uniform,,,"{ ""question"": ""How good is the patient's wrist range of motion at 90 degrees elbow flexion?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Tuck your arm in at your side in the shape of an L with your palm facing down. Without moving the rest of your arm, move your wrist all the way up and down."", ""instructions"": ""First, check whether the wrist moves at all from the starting position. If there is no visible motion, this is scored as 0. If there is some motion but the wrist cannot complete the full up and down cycle, or movement is irregular, this is scored as 1. Only if the wrist clearly moves through a full flexion–extension cycle smoothly and without deviations should it be scored as 2. Speed is not scored."", ""scoring_criteria"": { ""0"": ""No visible wrist movement, or cannot maintain starting position, or deviates immediately at onset."", ""1"": ""Some wrist movement occurs but it is incomplete, limited, or inconsistent, or deviations appear later in the motion."", ""2"": ""Full flexion and extension cycle is completed smoothly without deviations."" } }"
21,21_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient maintain wrist stability with the elbow straight at 0 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold your arm straight in front but pointing down to the bottom of the wall. Keeping your elbow straight, hold your wrist up. If you can hold your wrist up, I will push the back of your hand slightly."", ""instructions"": ""Check if the patient can achieve at least 15 degrees of wrist extension and hold it with the elbow at 0 degrees. Then check whether the patient can maintain that position when the examiner pushes the back of their hand. Note if the patient cannot maintain the starting position, deviates at onset, or loses stability when resistance is applied. Slight shoulder abduction is acceptable."", ""scoring_criteria"": { ""0"": ""Cannot achieve 15 degrees wrist extension, or cannot maintain starting position, or deviates at onset of extension."", ""1"": ""Achieves extension but shows no resistance, or deviates after resistance is applied."", ""2"": ""Maintains position faultlessly with resistance."" } }"
22,22_A_S,rate,uniform,,,"{ ""question"": ""How good is the patient's wrist range of motion with the elbow straight at 0 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold your arm straight in front but pointing down to the bottom of the wall. Keeping your elbow straight, move your wrist all the way up and down."", ""instructions"": ""First, check whether the wrist moves at all from the starting position. If there is no visible motion, this is scored as 0. If there is some motion but the wrist cannot complete the full up and down cycle, or movement is irregular, this is scored as 1. Only if the wrist clearly moves through a full flexion–extension cycle smoothly and without deviations should it be scored as 2. Speed is not scored."", ""scoring_criteria"": { ""0"": ""No visible wrist movement, or cannot maintain starting position, or deviates immediately at onset."", ""1"": ""Some wrist movement occurs but it is incomplete, limited, or inconsistent, or deviations appear later in the motion."", ""2"": ""Full flexion and extension cycle is completed smoothly without deviations."" } }"
23,23_A_S,rate,uniform,,,"{ ""question"": ""How good is the patient's wrist circumduction with the elbow straight at 0 degrees?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold your arm straight in front but pointing down to the bottom of the wall. Keeping your elbow straight, rotate your wrist to draw a quarter-sized circle in space."", ""instructions"": ""Judge both wrist motion and posture. The elbow must stay straight at 0 degrees, the shoulder flexed between 30–90 degrees, and the forearm pronated. Slight shoulder abduction is acceptable, but trunk lean, elbow bend, or large shoulder motion count as deviations. Start by checking if the patient maintains the starting position and initiates circular wrist movement. If they cannot maintain position or no circle is visible, score 0. If the circle is small, incomplete, or irregular but some attempt is made with posture mostly intact, score 1. Only score 2 if a full smooth circle is drawn and posture is maintained with at most minor acceptable deviations."", ""scoring_criteria"": { ""0"": ""No visible wrist circumduction, OR cannot maintain starting position at onset, OR loses posture immediately (e.g., elbow bend, trunk lean, large shoulder motion)."", ""1"": ""Circumduction is attempted with some wrist movement but is incomplete, small, or irregular, OR posture deviations occur later in the movement."", ""2"": ""Circumduction is complete and smooth, and the starting position is maintained with only minor acceptable deviations (e.g., slight shoulder abduction)."" } }"
24,24_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's finger mass flexion."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Make a tight fist and then open it with your fingers stretched as much as you can."", ""instructions"": ""Comment on the patient's active finger movement and whether the patient can actively squeeze their fingers into a ball."", ""scoring_criteria"": { ""0"": ""No finger flexion, or assistance required to achieve flexion."", ""1"": ""Partial finger flexion."", ""2"": ""Full finger flexion."" } }"
25,25_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's finger mass extension."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Make a tight fist and then open it with your fingers stretched as much as you can."", ""instructions"": ""Comment on the patient's active finger movement and whether the patient can actively extend their fingers to be fully straight."", ""scoring_criteria"": { ""0"": ""No finger extension, or assistance required to achieve extension."", ""1"": ""Partial finger extension."", ""2"": ""Full finger extension."" } }"
26,26_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's ability to perform Hook Grasp."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Make your hand look like a hook or claw; don't let me pull your fingers straight."", ""instructions"": ""Support at arm/forearm is permitted during the task. The patient should flex the distal part of the fingers (>= 45 degrees) while keeping the proximal part (at MCP) extended to 0 degrees. The examiner applies resistance by trying to pull the patient's fingers into extension. Judge the patient's ability to attain and hold the hook-like position against resistance."", ""scoring_criteria"": { ""0"": ""Cannot attain the starting hook position, even with support."", ""1"": ""Attains the hook-like position but cannot withstand resistance; the grip gives way."", ""2"": ""Holds the hook grasp position firmly against resistance."" } }"
27,27_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's ability to perform Thumb Adduction."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Hold this paper between your thumb and index finger, keeping them both straight. Don't let me pull it away."", ""instructions"": ""Support at arm/forearm is permitted during the task. Starting position: fingers extended to 0 degrees, thumb abducted to admit paper. The paper is placed between the side of the thumb and index finger. The examiner applies a horizontal tug away from the subject. Limit thumb flexion and adduction to only what is required; knuckles may bend while resisting. If the thumb flexes during the tug, repeat to ensure the subject understands the task."", ""scoring_criteria"": { ""0"": ""Cannot grasp the paper OR cannot attain the starting position OR thumb flexes immediately with tug."", ""1"": ""Can hold the paper initially but cannot maintain grip against the tug."", ""2"": ""Object is held firmly against the tug without thumb flexion or loss of grasp."" } }"
28,28_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's ability to perform Pincer Grasp."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Take the pencil from me with the pads of your thumb and index finger. Don’t let me pull it away."", ""instructions"": ""Support at arm/forearm is permitted during the task. Starting position: thumb and index finger extended enough to fit a pencil between pads. Present the pencil vertically. Ensure it is held with both distal pads of thumb and index finger (not on the proximal portions). The examiner applies an upward tug to the pencil."", ""scoring_criteria"": { ""0"": ""Cannot grasp the pencil OR cannot attain the starting position."", ""1"": ""Can hold the pencil initially but cannot maintain grip against the tug."", ""2"": ""Pencil is held firmly against the tug using thumb and index finger pads."" } }"
29,29_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's ability to perform Cylindrical Grasp."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Make an OK sign and take the jar from me with only your thumb and index finger wrapped around it. Don’t let me pull it away."", ""instructions"": ""Support at arm/forearm is permitted during the task. Starting position: thumb and index finger extended enough to fit around a cylindrical object (e.g., spice jar). The patient should hold the cylinder at its base with thumb and index finger. The examiner applies an upward tug to the jar."", ""scoring_criteria"": { ""0"": ""Cannot grasp the cylinder OR cannot attain the starting position."", ""1"": ""Can hold the jar initially but cannot maintain grip against the tug."", ""2"": ""Cylinder is held firmly against the tug with thumb and index finger."" } }"
30,30_A_F,rate,uniform,,,"{ ""question"": ""Rate the patient's ability to perform Spherical Grasp."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""task_cue"": ""Grasp the tennis ball with the tips of all five fingers from my hand. Don't let me pull it out of your grasp."", ""instructions"": ""Support at arm/forearm is permitted during the task. Starting position: fingers extended and abducted enough to fit around a tennis ball. Patient may allow the ball to touch the palm. The examiner gives the ball a tug in the opposite direction of the palm."", ""scoring_criteria"": { ""0"": ""Cannot grasp the ball OR cannot attain the starting position."", ""1"": ""Can hold the ball initially but cannot maintain grip against the tug."", ""2"": ""Tennis ball is held firmly against the tug with thumb and fingers in abducted and flexed position."" } }"
95,31_A_F,rate,dense,,,"{ ""question"": ""Assess the patient's tremor (oscillations during movement)."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Observe the presence and impact of tremor during the patient's movement. Focus on whether the oscillations alter the trajectory or not. If no movement is possible, score as 2."", ""scoring_criteria"": { ""0"": ""Tremor is present throughout movement and significantly affects trajectory."", ""1"": ""Tremor is present throughout movement but does not significantly affect trajectory."", ""2"": ""No tremor observed OR patient is unable to move."" } }"
96,32_A_F,rate,dense,,,"{ ""question"": ""Assess the patient's dysmetria (error in endpoint, misses the endpoint)."", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Observe the accuracy of the patient's endpoint control during movement. Focus on whether the dysmetria is pronounced and random, slight and systematic, or absent. If no movement is possible, score as 2."", ""scoring_criteria"": { ""0"": ""Pronounced and random dysmetria."", ""1"": ""Slight and systematic dysmetria."", ""2"": ""No dysmetria observed OR patient is unable to move."" } }"
97,33_A_F,count,dense,,,"{ ""question"": ""How many times did the patient touch their knee?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <number>."", ""instructions"": ""Count each distinct time the patient's hand makes contact with their knee during the task. Do not include near-misses or partial motions unless there is clear contact."", }"
98,33_A_F,count,dense,,,"{ ""question"": ""How many times did the patient touch their nose?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <number>."", ""instructions"": ""Count each distinct time the patient's hand makes contact with their nose during the task. Do not include near-misses or partial motions unless there is clear contact."", }"
99,33_H_F,count,dense,,,"{ ""question"": ""How many times did the patient touch their knee?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <number>."", ""instructions"": ""Count each distinct time the patient's hand makes contact with their knee during the task. Do not include near-misses or partial motions unless there is clear contact."", }"
100,33_H_F,count,dense,,,"{ ""question"": ""How many times did the patient touch their nose?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <number>."", ""instructions"": ""Count each distinct time the patient's hand makes contact with their nose during the task. Do not include near-misses or partial motions unless there is clear contact."", }"
